,iterations,learning_rate,grow_policy,depth,bagging_temperature,border_count,subsample,min_data_in_leaf,GHI_integral,DHI_integral,DNI,Cloud_mean,Temperature_mean,Wind_speed_mean,Precipitation_intensity_mean,zenith_rad,azimuth_rad,elevation,hour_cos,hour_sin,dayofyear_cos,dayofyear_sin,power_lag1,power_lag2,power_lag3,power_lag4,Wind_cos,Wind_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
45,406.3894491,0.022235575,0.837281146,7.921948046,7.964547468,216.1937412,0.97607711,12.81846278,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,121.63408587825081,74062.19078351479,0.9897602020453705,0.9607789528851252,176.0176299627709,110619.67541494481,0.9848664805598952,0.9414371220928708,193.78865638941068,130210.18958065462,0.9777434239328099,0.9149479217453167
46,586.9832807,0.01,1.348386574,7.503632739,1.0,136.0673692,1.0,15.4943805,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,134.3028805779153,88186.93366580499,0.9876956429668314,0.9532989256241019,175.73380610459583,116203.748416209,0.9838798398229253,0.9384808723645033,197.0383644516508,139165.77435942073,0.976040717559418,0.9090982175103938
47,503.975423,0.08584859,0.686569096,4.575291192,1.0,147.948966,0.908352685,10.98920849,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,112.29742960285009,68317.30490837817,0.9905660462930802,0.9638212668808984,181.05687258759087,114213.98895240515,0.9844329145485543,0.9395342658056447,202.18616590273362,142245.45528044473,0.9756439869138134,0.9070865987304968
48,311.7966028,0.02649563,0.602744888,7.956167249,19.49604155,56.0,1.0,1.0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,120.14598487796844,70684.8815147486,0.9902637154451785,0.9625674714875382,174.6471815103434,109965.90401023497,0.9849629466528873,0.9417832335310898,200.16467954586753,133036.36563922925,0.977271030386318,0.913101889971079
49,100.0,0.064260989,0.840417955,1.974085559,8.331957379,255.0,0.442295281,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,301.5616256536345,294014.9088094038,0.954370875587738,0.8442987917465706,300.0145168153935,292332.3367440181,0.9556007805713811,0.8452370893258577,292.1345140210618,276037.9175624968,0.9471605462979139,0.8196946134446502
50,402.8418566,0.073737287,1.289497593,5.891317293,1.346437739,104.5952633,0.623198734,13.89086663,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,109.51940472120928,67105.22542925201,0.9907502809092268,0.9644631467099293,177.02117976852588,111711.35518420512,0.9848054834646387,0.9408591787134397,200.020968613143,140830.6051770248,0.975947401898866,0.9080107655879621
51,385.9099459,0.151852624,2.0,3.348583331,16.13966192,154.14645,0.029566522,7.641827791,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,170.252423715635,114876.71351773855,0.984102617352873,0.9391648431457946,196.64292834281065,130757.52422396491,0.9823076612787248,0.9307759953386013,213.97642810678408,148960.12561660339,0.9747322227836265,0.902700638854971
52,700.0,0.04292871,1.538882367,9.826297317,15.71724201,144.3124203,0.899073748,3.861407128,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,108.11924805456094,70458.36355740014,0.9902734656542336,0.9626874283965028,174.17775792882853,114477.19262166035,0.9844000816850955,0.9393949238279226,199.50930271589465,142386.6314899118,0.9755849746612936,0.9069943837505943
53,100.0,0.060695108,0.167747994,8.837915963,1.0,255.0,1.0,2.101297968,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,147.0860845096793,93210.4465421245,0.9869229226682682,0.9506386284722094,180.91990668201015,116886.39353932478,0.9838609970609199,0.9381194749652706,205.39714854074546,141048.3708258936,0.9756155796527125,0.9078685231024207
54,420.2240512,0.15049267,0.669430587,6.021846799,8.546087199,255.0,0.288137806,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,240.0270461813414,222613.7386606114,0.9669882056148332,0.8821106445804773,328.2035920086405,321854.22105825454,0.9531125356806125,0.8296079844654627,309.2721290221111,312502.16820941697,0.9417088597691845,0.795876505894786
55,513.4578699,0.034805375,1.553544165,6.98726046,1.0,167.3914,1.0,13.45238852,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,137.44984124272654,92313.72367114181,0.9872285897814342,0.9511135051886517,184.36824843178556,124829.01909492143,0.9828111394020779,0.9339145899940423,202.6657839011601,145016.6070746187,0.9752080919461381,0.9052765082912405
56,552.9062002,0.018996742,1.81973665,6.977572283,15.78217508,163.1702785,0.678385928,12.0046939,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,136.38671878795785,93933.88762582846,0.9869494126586632,0.9502555164344932,179.18935810287957,121599.2344528084,0.9833009862843565,0.9356244619761547,200.91209499683686,142799.6600543458,0.9754793571324976,0.9067245973544851
57,538.1484267,0.021710576,1.246564339,5.393994174,11.56301715,116.2281991,0.891000433,11.33514563,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,146.67315613590335,97068.13038397547,0.9864350478313381,0.948595718343372,178.64264655139274,116746.1775529241,0.9839420352005769,0.9381937063500708,201.64812436315256,139917.30828723844,0.9759024826718475,0.9086073225762442
58,218.4850182,0.048678316,0.0,6.389658209,17.38615104,142.3732578,0.87190399,10.81079867,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,207.31828604125437,164881.3584615153,0.9764263543169222,0.9126839287338083,211.18563631578144,167054.14308517743,0.9765793142199684,0.9115602956826645,238.03791371538085,197360.55854123548,0.9656210694631182,0.8710859286550715
59,622.828493,0.01,0.57994814,8.132240882,10.50732559,15.02343974,0.409844521,13.10627873,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,139.56601051346095,89774.09613670521,0.9875017295210283,0.9524584134357426,176.71285751559307,114609.23668791927,0.9842299802821035,0.9393250187183507,198.72721729370585,137513.40873748212,0.9764048570850337,0.9101775272835773
60,321.7729716,0.048088857,1.506175153,6.378822036,15.60858586,255.0,0.565035172,2.486979232,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,133.3871397265991,86759.38018267913,0.987960463087272,0.9540549138257518,178.0128587107684,115943.10506267112,0.9841589348070776,0.9386188588920652,199.54031628450574,138200.62260183503,0.9763188092374926,0.9097286456134339
61,102.5122056,0.064968853,0.196746826,9.957968638,1.06331491,48.0,0.780850407,5.984898483,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,189.58646701470477,139463.79216022923,0.9803432464054135,0.9261442862374388,216.47805967822785,162189.03153658973,0.9769638766245435,0.9141359218771526,237.55046383265966,185930.93182999024,0.9676132986267327,0.8785516539458292
62,431.7915661,0.01,0.722033172,7.394756689,20.0,255.0,0.631919663,14.11641224,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,173.14759996027848,122205.12654074118,0.9826047708654537,0.93528394211638,200.16236177904483,137478.43331870274,0.980680363408754,0.9272178961373188,211.64866099737029,145308.97905277027,0.9747072365018905,0.9050855336490462
63,167.2333112,0.066517871,0.827891884,9.648655446,1.0,230.6006825,1.0,10.8502096,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,143.29064730329523,99304.61199106176,0.9861817858607128,0.9474113468097309,209.15816782248274,153844.36115882816,0.9785312152118851,0.9185536523638402,231.13887099573424,175102.48347707168,0.9696608173789479,0.8856246951544725
64,210.6865468,0.115764223,1.596973,6.948071655,1.0,49.70721928,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,235.042679038727,225349.5230683633,0.9670724480228524,0.8806618577161214,292.0485922405109,284176.9639945054,0.9603902713741617,0.8495546042419457,292.0764696984565,285807.43223573186,0.9486932845324062,0.8133132578136182
65,159.4889537,0.15049267,0.703769282,7.551668182,4.823414762,255.0,0.921949755,15.78391436,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174.56592402305992,130268.38835939797,0.9819144051351089,0.9310138878775915,223.27831243434542,170687.96299051418,0.9766565600520255,0.9096365244308101,235.4078321191005,175503.83243522453,0.9701125936432722,0.8853625377679716
66,156.1920619,0.01,1.294627839,4.307564446,5.318165391,12.42124389,0.256566838,14.56890949,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,371.0354061373422,440404.84967888077,0.9121938564691244,0.7667752037019202,378.36442665950887,436342.208801483,0.9131144343302193,0.7689971932758352,349.5031815377415,367472.4320130697,0.9111152496073718,0.7599704435983874
67,478.94428,0.02158177,0.950376045,7.261960169,13.15763342,230.3173084,0.586692003,15.01987453,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,172.87290466073185,120975.89800700195,0.9828375417913764,0.9359349035546888,234.88952757684976,180152.16190918503,0.9752036692044126,0.9046261072181049,230.33008815152957,171327.9547673255,0.9699970299397273,0.888090182012527
68,292.5465358,0.099887815,1.234962498,2.382704645,20.0,255.0,0.757190031,18.55047576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,308.23783290417737,306996.3585931634,0.9536513502915709,0.8374242171734735,299.8518442364133,275375.81352131703,0.9606843164092314,0.854213998682132,302.8391323198022,297149.49681043165,0.9437662679190713,0.8059047272916692
69,700.0,0.01,1.972650726,7.327062708,10.30320546,156.2178939,0.314658769,3.876102121,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,147.16363742810705,100103.99194369563,0.9859521646695677,0.9469880198941583,184.76633978223714,122778.623817996,0.9828910337796211,0.9350000844850858,198.85535922926533,131884.64594824074,0.9771084091863568,0.9138541825036441
