,iterations,learning_rate,grow_policy,depth,bagging_temperature,border_count,subsample,min_data_in_leaf,GHI_integral,DHI_integral,DNI,Cloud_mean,Temperature_mean,Wind_speed_mean,Precipitation_intensity_mean,zenith_rad,azimuth_rad,elevation,hour_cos,hour_sin,quarter_hour_cos,quarter_hour_sin,dayofyear_cos,dayofyear_sin,power_lag1,power_lag2,power_lag3,power_lag4,Wind_cos,Wind_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
64,661.5649785,0.041441488,0.232139897,8.832155159,1.0,77.58499073,0.620154332,1.192468337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.13702270256425,32305.082388614726,0.9261960559952401,0.7413041230703816,92.03472933406826,29007.35830630121,0.9325171465804822,0.7677928597820702,102.91219171713874,37263.48631347741,0.9045131482119132,0.636128540517962
65,574.4766264,0.06411996,0.616245771,7.864862201,1.0,122.4588768,0.445787544,6.946995516,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,32.288958269330706,5973.551507184726,0.9874872028570979,0.9521643954673826,55.995843622751316,12622.067382386676,0.9736032558816794,0.8989589420879688,59.4501483443282,13494.76905171869,0.964563224363806,0.8682259284889846
66,700.0,0.01,0.939215256,7.914955551,1.0,161.3872128,0.674896962,1.0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,44.15139818698467,9785.264273682522,0.9790322264379087,0.921640579899573,55.41007915262459,12455.425942926833,0.9735483612419991,0.9002929254066208,59.95764621059204,13902.805958545852,0.9631412680148514,0.86424151909796
67,630.2576141,0.060315105,0.0,2.459725995,13.24529421,67.07614748,0.242256173,3.613471851,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,91.58033719716404,31038.424574100918,0.932582968809246,0.751447392483955,91.93351668297962,28738.253392112805,0.9366776406614634,0.769947074649982,106.24535033545234,39612.36892845875,0.903567781170048,0.6131921105211766
68,509.1036338,0.036232887,0.182515925,7.894522546,9.090280894,89.24485373,0.905335647,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.42000179135063,16898.764804810267,0.9621996927388887,0.8646763773074772,67.87440849779348,16376.70464499515,0.9646500059532802,0.8689026518150073,70.39615977891904,17779.901884034243,0.951169349135237,0.8263823520546154
69,700.0,0.2,2.0,6.685204497,3.846260501,255.0,0.841683038,4.125630366,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,69.12020765110697,21599.657237150102,0.9544537938264321,0.8270320996824633,108.5022635655716,41427.708019520076,0.9053756394716947,0.668366574321714,104.03666000758504,39497.10162129947,0.9022197058547943,0.6143176757174594
70,700.0,0.047952279,0.910341834,5.347145735,1.0,105.7463189,0.892586032,7.354930101,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,42.07978584929186,9051.289660945411,0.9808327043580799,0.9275181753751699,56.32568055340481,13038.828161095247,0.9725120731162931,0.8956227255474266,60.602324858025206,13975.82752615161,0.9634598519226012,0.8635284761970663
71,700.0,0.01,0.913217128,8.380148666,1.0,50.55467324,0.096050718,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69.2576801177268,20087.780182145074,0.9541194501872796,0.8391390603101859,72.54548795864339,21289.48766007267,0.9526519156818655,0.8295752755542548,73.41018233454437,20950.743292343792,0.9412719775766887,0.7954196374733343
72,700.0,0.059089759,0.0,8.169525221,1.0,59.11733696,1.0,6.287198152,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,34.1100158290398,5961.528035595513,0.9874819271656727,0.9522606782283765,56.778461228882065,12595.552588866949,0.9735557984352231,0.899171195968921,59.872800437501894,13576.92299261021,0.9642010540968429,0.8674237095521165
73,700.0,0.137852501,1.923948137,4.198004882,1.0,57.09285047,0.760611643,16.36017949,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,45.48825289810481,9960.402433149888,0.978992005529177,0.9202380909907932,58.106196875063176,13402.977455517841,0.9719580659107632,0.8927076698095906,61.911306243614014,14439.065105554235,0.9624213148873282,0.8590050418440333
74,700.0,0.049236571,0.0,7.530843084,20.0,58.14531167,0.929981596,3.016302914,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,39.28233800015784,7697.247875127769,0.9837685049087987,0.9383612069132938,56.60834142346046,12699.268678865265,0.9734211117328682,0.8983409370946456,60.98388458996688,13965.733344850853,0.9633563317372142,0.8636270441209392
75,420.5664976,0.074996833,0.0,6.449616773,6.05408109,201.7314867,1.0,6.313315788,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,49.29483817027986,11065.179240396428,0.9763526012443333,0.911391148533749,58.05704069117779,13525.4604944251,0.9715669026577386,0.8917271794150662,62.1177806404937,14798.351070238656,0.9611165666821743,0.8554966769196851
76,300.0,0.068930873,0.970803303,8.0,16.52475408,101.0,0.530688959,11.0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,47.27591733268937,11447.279098510939,0.9755370291431993,0.9083313309892361,63.05017993753419,15508.35959550578,0.9673866855591614,0.8758538508361371,68.38703390815284,17467.364324368715,0.95382957720828,0.8294342269388321
77,292.1249671,0.172219324,1.723521381,6.306445188,7.089546978,159.4894317,0.248571352,6.297471925,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,42.955381166271714,9077.999200371463,0.9808075899567732,0.9273042880480586,58.1025345631987,13433.842978931743,0.9718849456503059,0.8924605878503308,62.2490439979326,14524.785003229592,0.9621527940554021,0.8581680019596974
78,538.2308524,0.01,0.923505395,10.0,20.0,165.6888019,0.821543514,2.790629258,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,41.56667437456878,8755.519642384108,0.9811953791731013,0.9298866721770283,55.856221040003724,12502.10023771435,0.9731944508983986,0.89991929246839,60.62654644980947,13916.212428847848,0.9627797263087411,0.8641106072483747
79,659.5405218,0.2,0.235933224,5.664291288,18.80751717,10.65149958,0.515499739,11.50344777,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,57.0105298156332,13893.99545388138,0.970069426300813,0.888738270506169,64.86745053087299,16158.38984990942,0.9661717559790521,0.8706502861117542,71.45043910338627,18397.144544654326,0.9511740032042358,0.8203550848825373
80,607.4705852,0.019433622,1.484063114,9.237859369,20.0,55.18710839,1.0,1.0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,38.27583332875573,7948.005381179613,0.9832251806998381,0.9363531658210467,55.01131589820963,12441.686135297698,0.9738607599520095,0.9004029140999384,59.85402793281339,13783.416463656904,0.9638843034894014,0.8654073367401045
81,300.8508508,0.128859425,0.214042973,3.611281523,14.98845439,149.0989887,0.748661384,1.359573661,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,56.44158854932197,13885.921438054873,0.9702867227903443,0.888802926419423,61.89694467878243,15266.070972247513,0.967812028176101,0.8777933983026818,69.9055942808275,17957.468463326604,0.9528013414885189,0.8246484453068998
82,436.0601887,0.019949083,0.0,9.358622675,5.931298528,165.7211015,0.8285766,10.65180966,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,50.26241323131393,11720.20348590734,0.97495368968623,0.9061457797226072,57.35289401691271,13215.764448365066,0.9720648765777616,0.8942063308232376,63.2654250788418,15019.104437345006,0.9604521073692552,0.8533410587040725
83,700.0,0.034968467,0.061607811,8.949558153,7.166995801,53.32741364,1.0,1.932634331,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,41.664346847415175,8424.682026981323,0.9821473798915688,0.9325359867959593,55.6573380106998,12335.078861078406,0.9740429479342552,0.9012563172265345,60.59307847992003,14044.465183042112,0.9630738364003645,0.8628582414214452
84,245.2093986,0.196975893,1.089011305,3.988777832,4.54184505,152.9303549,0.500985851,17.76057577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,82.12123796074292,25521.227106434653,0.9414875807005324,0.7956285593951655,101.9402211930316,36532.468150156,0.9121311843031839,0.7075535157433636,99.11097315693165,35362.310693878906,0.9058912395585386,0.6546931896121283
85,301.8521514,0.032010287,1.236020876,8.100217312,20.0,110.2994732,0.524774459,13.41293531,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,45.99592587965582,10092.122473585541,0.9785678211468647,0.9191832900477158,56.938243292270585,12970.239437220182,0.9726800314451861,0.8961717859359684,61.60962711981022,14266.500210317525,0.9626002064496713,0.8606901080173086
86,309.0611349,0.041829879,0.600011303,10.0,8.604683327,73.58675808,0.857966849,1.895779323,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,41.217090876333174,8691.38779201749,0.9817482312566388,0.9304002336368051,57.009421100840264,13030.713808314476,0.9727048074721386,0.8956876818469298,62.18082530970926,14637.080198617867,0.9618001204188106,0.8570714589176693
87,217.7648115,0.104020182,0.15627549,4.711707136,16.66136192,255.0,0.200764551,6.705364121,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.48954806058117,14686.976412053888,0.9685637103809586,0.8823881581029509,67.07910252537508,16431.48672550562,0.9656533276873556,0.8684641151473038,75.21143366450724,19335.85393342719,0.9491789148407315,0.8111887510497651
88,623.4891713,0.051700121,0.445878662,10.0,20.0,255.0,1.0,1.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,38.137999739700575,7650.985023326408,0.9838367542039577,0.9387316752152176,57.36694867330603,13052.456028809935,0.9724790220394524,0.8955136329456157,61.75944056396603,14430.565260309895,0.9619586395199701,0.859088041353752
89,700.0,0.069108982,0.0,7.312485709,9.009309386,41.27690976,0.663086886,2.303901742,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,38.30082095589088,7516.309275041618,0.9841711357677777,0.9398101451718819,57.573136969435,13064.333152214898,0.972524461986977,0.8954185552473723,60.965089430458804,14077.005764732916,0.9629544944667093,0.862540488303752
90,192.0,0.084127355,0.689755866,7.0,18.45884877,27.0,0.978368884,6.0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,48.96003501461009,11201.66070134842,0.976063939586801,0.9102982186101883,59.52488611324972,14110.63439541804,0.9700477427579005,0.8870427970371568,63.287095348393045,14948.35691846338,0.9605990823549269,0.8540318959148914
91,480.1346273,0.092003459,0.636285032,7.110622722,20.0,121.4868515,0.867756404,2.289632262,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,31.598437680798934,5790.693555969149,0.9879031640308349,0.9536287036983357,55.62742526826332,12514.753959373658,0.9736608264545205,0.8998179980144588,61.12623561169582,14233.477370155842,0.9627256047970416,0.8610125703050502
92,447.6742942,0.029535034,0.780412596,7.034122373,16.1230704,27.31908086,0.48675613,1.0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,45.2476768980478,10005.23282621091,0.9786765476899563,0.9198790936755563,55.987516902911146,12570.738247890471,0.9733363860880311,0.8993698375375084,60.936532819371244,14236.232290251804,0.9624435381761675,0.8609856689897079
93,469.7022197,0.164437796,2.0,3.838005914,15.07505726,138.7571356,0.7540815,14.23532082,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,47.131197140059655,10397.95199810591,0.9780261720304265,0.9167342377256995,59.19777507361914,14013.18809008887,0.9709665585068906,0.8878228655855008,63.57238731635135,14930.253919581677,0.961185236353719,0.8542086685487956
94,593.5550358,0.01,0.776827547,10.0,1.392545445,172.6701022,0.874393112,1.0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,39.34904352125553,8309.995702143224,0.9822384433833786,0.9334543834438589,55.879419012535486,12521.076722204605,0.9731578959504321,0.8997673835924302,60.27971597546964,13917.106544128568,0.9629575864163629,0.8641018763682471
95,122.7180888,0.089200297,0.0,10.0,6.462824498,122.7282112,0.316695346,20.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,47.03076804120876,10317.27416533298,0.9779921717541596,0.9173802977619162,58.936891504379055,13515.714544532439,0.9715105549876949,0.8918051968315226,62.960975028974694,14681.676663919952,0.9610447475241777,0.8566359821944047
96,662.5574494,0.015005291,1.34165128,8.036769609,7.18986788,251.2161606,0.92359883,1.0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,42.61659970166376,9392.157609290605,0.9800301750360709,0.924788538850688,56.291734074079876,12961.132385167613,0.9725544976040301,0.8962446889039192,60.425226960118124,14077.140515993207,0.9629786311749553,0.8625391724811438
97,100.0,0.2,1.596749776,5.680106238,7.748149946,132.5453278,0.184813396,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,65.38800252609248,19661.31788051649,0.957961894322768,0.8425541278766475,77.92474765962687,23511.839602808544,0.9492294782576663,0.8117851002569628,87.07656926544958,29823.57457636334,0.923210290009477,0.7087779839819279
98,548.4716446,0.042432747,2.0,10.0,1.0,153.3060113,1.0,1.0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,40.833586382870934,8722.684501022246,0.9816146219933101,0.9301496127133356,56.5219835112341,13026.740401421888,0.9727427903828518,0.8957194894125037,60.78067290367536,14071.333987034339,0.9632868957670908,0.8625958722260096
99,564.9249804,0.025477119,0.778525862,10.0,7.802189448,200.4036363,1.0,9.191828307,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,38.460045220882186,7868.837346150704,0.9833985462270551,0.9369871355475506,56.829597819095525,12900.841985509574,0.9726619955099248,0.8967273202810807,61.39244366925661,14506.104188171412,0.9619929234654193,0.8583504168680168
100,658.7419187,0.01,0.996498917,7.870958015,4.784638793,176.7994493,0.62059513,12.00703735,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,46.33749352127874,10700.88894104669,0.9770011762747608,0.9143083489084011,56.817460755694185,13214.769126880035,0.9717948907938928,0.8942142984827948,61.66260361247906,14446.59243273253,0.9616451344745715,0.8589315388039978
101,473.3248753,0.172066398,1.357963775,4.140105928,11.29677532,120.8863765,0.593229689,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,80.0355995311383,26337.799814360704,0.9421890264602729,0.7890895266134949,94.48040005995682,32096.419367287595,0.9289588013220522,0.7430645812757715,96.25721407411032,33702.248383822196,0.9127573113663273,0.6709034091957153
102,700.0,0.01,0.734594426,10.0,5.994526649,204.6036909,0.119210611,10.75061191,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,47.10329711070898,10892.838089625093,0.9765196318817413,0.9127712392759278,56.57694971740089,13131.609174813864,0.971897332064743,0.8948800031790323,61.48739862034324,14295.21537549636,0.9618132846469633,0.8604097094261786
103,700.0,0.01,1.019944188,10.0,12.3614774,255.0,0.12983537,9.605139554,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,55.403049698370225,14449.406196074846,0.9683676917594657,0.884290596691893,64.24291084842551,16940.246016059264,0.9632426809708723,0.8643914402531856,69.8572634311098,18341.476924780087,0.9503288574171056,0.8208986695036629
104,700.0,0.01,0.873473595,10.0,9.683621136,201.5872679,0.461410968,15.77090501,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,43.16018459917305,9698.737011597297,0.9791991609119602,0.9223334815821685,55.747814057203044,12854.48817474033,0.972491633731815,0.897098387708982,60.08700356307822,13904.637911999806,0.9629384800368236,0.8642236303912677
105,528.4248662,0.101321974,2.0,1.0,12.80024882,131.6760792,0.389631529,10.27051477,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108.56336788495943,41954.37537108865,0.867252936050714,0.6640335475051061,78.3545727549812,24176.079820433162,0.9435041834963962,0.8064677831912843,99.74910866918664,35594.67659252996,0.8648793878887999,0.652424177046725
106,700.0,0.036303668,1.487020997,4.984646095,11.31075729,220.228409,0.564226203,10.69054655,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,47.73593479171634,10980.81016072069,0.9764906724433774,0.9120667677069152,58.070424233049586,13784.311081729982,0.9708364519668949,0.8896550515781532,62.18989195453792,14541.947984517354,0.9615230035334007,0.8580004084340218
107,700.0,0.035641876,1.132350242,8.299477699,1.16016001,162.7142695,0.162861984,18.15717461,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,42.715732145630156,9335.71549060842,0.9802149130300275,0.9252405217062835,55.78808081129221,12838.205095185825,0.9730462392703833,0.8972287355778699,60.24483087707906,13790.747270471731,0.9637723377463623,0.865335752687221
108,445.6192494,0.12368803,1.695363426,3.218225824,13.43775776,116.1522512,0.620023339,7.65567711,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,52.69181704324538,12025.165485622256,0.9741637338727385,0.9037036744526864,59.849755752711395,14006.412879434987,0.9704608141232633,0.8878771019028414,63.735114005651205,14888.010328670825,0.9603951688618263,0.854621169863063
109,700.0,0.02977422,1.162763748,5.784694014,10.38964063,193.9855766,0.604119376,10.73200778,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,43.749232235633,9448.240055884207,0.9798846146959451,0.9243394362132961,56.65012277847073,12825.083914359888,0.9728903926784453,0.8973337720945943,59.973106613885484,13644.092429409046,0.9638540752814367,0.8667678116901996
110,700.0,0.028692989,1.30750301,5.75649613,20.0,248.7542898,1.0,20.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,44.85892309005557,9754.377803468165,0.9792663385173406,0.9218879156717357,56.642819483434444,12781.001937957464,0.9731499544700386,0.8976866532348716,60.147634899364775,13727.19045836784,0.9637835120623194,0.865956373897639
111,700.0,0.019361691,1.045176227,9.538598854,1.462649401,193.8882843,0.151826311,8.200828369,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,42.043568494350815,9126.796413762186,0.9805985216366383,0.9269135248313617,56.158356915180285,12766.134450754793,0.9730170801590691,0.8978056691290149,60.00923543124072,13756.36600582663,0.9636993225102093,0.8656714797536582
112,445.6192494,0.189543169,2.0,7.548015382,4.857930991,140.6857409,0.762905409,1.601960714,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,35.38980535539624,6906.035396720781,0.9855610784684833,0.9446971575069777,58.62481861936605,13284.355517052674,0.9724770167077612,0.8936572516642098,61.836090422386924,14511.71470314529,0.9621996527293855,0.8582956311656051
113,607.6243045,0.2,1.086278503,6.215109529,11.97965742,93.20769027,0.199521294,1.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,40.86896746626473,9166.907584447647,0.9805115971748952,0.9265923185781064,64.23899776376874,15886.495196794936,0.966341428966936,0.8728268331510807,69.10691130358536,17670.86847136503,0.9531074623061113,0.8274470443559878
114,700.0,0.01,0.557813496,10.0,1.0,238.750197,0.017379358,7.966294082,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,53.00967027345442,12292.000843508553,0.9732020846158217,0.901566883526917,59.549164638274675,13518.688417397334,0.9705157933980993,0.89178139064738,63.50760440202937,14846.494246940114,0.9601143097501249,0.8550265671767832
115,100.0,0.2,1.300363547,1.0,8.490840434,4.696004396,0.508285748,20.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,164.29052588281775,87811.49345797572,0.6214838272840549,0.29681432068978586,165.65981876981198,89418.02476513447,0.6190492263354188,0.28419873345938274,141.96979168060287,67302.91905099705,0.6513175091581689,0.3427987071185451
116,433.0,0.105307165,0.658333828,9.0,14.37202805,173.0,0.020773355,14.0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,49.536689418125974,11351.965490749946,0.9756909782749109,0.9090945928514547,60.54036465610763,14098.090506593026,0.9697385263431714,0.887143212266993,63.82412610963704,15062.975798272797,0.9599853695812021,0.8529126624988446
117,473.3248753,0.17188106,1.756706241,3.459943878,5.226525507,196.3136749,0.67406125,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,90.3484972931556,29531.15371092538,0.9347289632886532,0.7635174671870326,98.98830984413016,32548.454578083565,0.928633550720048,0.7394459889700413,105.21133246555053,37019.799780125075,0.9072048450976484,0.6385080971112742
118,378.9201256,0.2,2.0,9.590608617,20.0,166.5332036,0.330865212,8.198302378,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,41.27356206258125,9309.123652985469,0.9802157030665717,0.9254534664890977,62.70869271806336,15312.63768156504,0.9676793420962417,0.8774206265981439,63.49751790870789,15241.850276519928,0.9597483906382853,0.8511659843454285
119,429.2904617,0.051101924,1.231277887,2.33400966,2.096656724,152.786186,0.620862117,3.898212624,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,73.56747115570019,19921.459856390484,0.9542006093385034,0.8404709368862836,71.94894387682344,18598.45976759177,0.957474516301168,0.85111725412953,75.35866727656912,20341.191884835705,0.9435626496614475,0.8013718008971598
120,445.6192494,0.116755575,1.416315473,4.64750288,5.515588383,169.0308708,0.457295485,10.95558533,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,40.95678607650551,8401.778082852874,0.9822678582383835,0.9327193992955833,57.30218634979185,12864.63681209965,0.9731498562998082,0.8970171467344185,61.054406768926775,13996.297949897755,0.9631707060062501,0.8633285860713259
121,645.8847505,0.01,1.240871977,10.0,1.947124827,110.4637465,0.494102459,19.24017986,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,43.12581763986414,9359.069707942634,0.9800060153630776,0.925053503463748,55.791033695306076,12490.29361030399,0.9734640158425644,0.9000138058383298,60.28224771932415,13824.888560759027,0.9633293112053406,0.8650023689286287
122,700.0,0.01,0.08378423,6.679576088,19.39770356,185.5440827,0.707042558,3.774484386,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,57.58455857285304,14245.563534754221,0.9685593875089145,0.8859229483878786,64.48674862149294,15802.812705256609,0.9653803530254815,0.8734967208341037,70.27599713120406,17716.975129885734,0.9515342008811248,0.8269968208587382
123,700.0,0.049603916,2.0,7.159280406,1.807448633,149.166424,0.299991062,14.30519567,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,42.94866787024968,9196.162218416028,0.9805032488649904,0.9263580503878055,56.18824813256301,12764.017611603264,0.9731391788513797,0.8978226146626442,60.4352594812275,13812.422833277205,0.9638676411002088,0.8651240945882773
124,266.245412,0.025286818,1.237230613,7.54061687,6.557390866,203.7129269,0.370604837,16.72972272,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,47.05488755394148,10932.087230974694,0.9764302973263249,0.9124569360675958,56.18258970434419,13034.725759880292,0.972050927670436,0.8956555657269456,60.88701813275906,14288.198819096167,0.9619380457468034,0.8604782248784473
125,559.0258224,0.156678306,1.947956549,7.24639416,7.70072596,101.3575808,0.241966641,17.0328224,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,49.35762191787634,12154.836175086364,0.9740477902454354,0.9026652845077405,67.0501314228428,17213.424205329095,0.9630973084666637,0.8622046183637039,70.320805954834,18572.230467393398,0.951091638999786,0.8186454013143956
126,383.3607451,0.068917126,1.563722986,3.808061491,9.371066197,250.6551408,0.575335226,15.61436727,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,62.85484890700357,16166.046551634607,0.9634560643470442,0.8705439119810435,67.35985645165673,16708.182037101386,0.9630599032821374,0.8662491383011218,69.66660262407616,17829.35774821985,0.9508347961692961,0.8258994241468568
127,371.4658549,0.040932262,0.576632337,7.732027911,15.28229464,99.50480165,1.0,5.172576167,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,43.120286472881595,9201.550228761647,0.9804986979667762,0.9263149037384796,56.05694399821999,12536.898071247379,0.9736580463444755,0.899640731927814,60.73574029926586,14021.18876514977,0.9632071036758753,0.8630855315917408
128,700.0,0.01,0.902879167,9.573070816,8.312766778,216.0321212,0.601954122,16.08028828,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,42.03647907985385,9107.373799473105,0.9805280743554262,0.9270690591889386,55.57852668485129,12633.357882985507,0.973124396354911,0.8988685603707507,60.03372703402006,13859.492665482627,0.9631541367482201,0.8646644658676021
129,390.3985283,0.174787385,2.0,2.078978415,15.3074694,75.43491443,0.33188742,5.845638589,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,80.85700288650804,25711.822036793455,0.9394683418603168,0.7941022942070944,75.32938914684901,21818.494367133764,0.9511707518780788,0.8253405178315539,84.42908401296818,26728.637874772965,0.9220659816758714,0.7389995023105794
130,575.6891447,0.028015871,0.677917064,9.445279988,7.831073432,199.1589953,0.437525845,11.73260701,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,39.72876257889812,8274.258150363285,0.9824763600525206,0.9337405661932423,55.655652446176596,12496.085854149047,0.9736878805199665,0.8999674382799846,59.47439636505115,13445.231860466016,0.9645593115285986,0.8687096505414011
131,255.8696932,0.051638,1.000386805,9.185067416,8.009012087,234.1697856,0.327119068,3.512269574,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,41.930955983862425,9049.253177338973,0.9806860598382563,0.9275344833327254,55.98431896723421,12713.137492731425,0.9730566358073868,0.8982299156920045,60.67773160247664,14010.073712297244,0.9628416996589706,0.8631940681486707
132,700.0,0.068335304,1.55451727,5.262027605,8.930949159,224.0758714,0.117446492,12.45052223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132.25413561937202,64819.86583350561,0.7872948754164021,0.48092898100242243,142.95224882966673,72010.55913981507,0.7632955174113552,0.42354743831608344,128.22262205916948,55606.60106761565,0.788879402103047,0.4570112169029479
133,645.8847505,0.01,2.0,8.139497349,13.29437756,255.0,0.273782263,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,120.22491654948006,49053.30821764086,0.8588056601356684,0.6071860014777812,124.81030866253695,52806.808300694596,0.8435536685954057,0.5772756067595077,112.38075462644136,39999.8190901158,0.8707025829242796,0.6094087271143558
134,700.0,0.020295412,1.236535715,9.746420949,19.45020502,202.7587388,0.801098456,20.0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,38.69993929286557,8238.527363698155,0.9825525295829034,0.9340266947682612,55.80415932348243,12715.074071128656,0.9731806469616725,0.898214413165829,59.83403123496762,13757.884904208757,0.9637324995347699,0.8656566479752664
