,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,tree_method,max_bin,importance_type,GHI_integral,DHI_integral,DNI,Cloud_mean,Temperature_mean,Wind_speed_mean,Precipitation_intensity_mean,zenith_rad,azimuth_rad,elevation,hour_cos,hour_sin,quarter_hour_cos,quarter_hour_sin,dayofyear_cos,dayofyear_sin,power_lag1,power_lag2,power_lag3,power_lag4,Wind_cos,Wind_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
50,260.9649542,8.640042043,1.0,0.104781958,1.0,0.618486578,0.397564562,0.580737525,2.347163515,2.349062521,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.8209806608199,123838.50796273153,0.085937990501189,0.008313582683665222,268.5357353885599,124395.56245861381,0.11315516311489404,0.004199641025538048,256.8867787328432,103666.0455009213,0.16701109337556663,-0.012280894971136158
51,180.1250814,5.877958468,1.0,0.280381251,0.436640697,0.337331756,1.0,0.216012582,14.65846614,0.572766496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.70301628880111,28671.25238567056,0.930591309563912,0.7704034712136973,92.51390705663418,27016.675124903988,0.9367928188696836,0.7837285007925708,94.65585354426736,29116.001451675,0.9131415689512353,0.7156873124168652
52,392.5422843,2.0,0.935540095,0.421303153,0.48487298,0.336605214,1.0,0.0,6.997683399,3.558956407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.9291201093177,48455.33472688655,0.8677104985906055,0.6119745135363628,149.10328807593828,45463.81230040465,0.8783188910365767,0.6360571091581123,147.451691417066,49057.34425785431,0.8318992418093099,0.520963569987759
53,500.0,9.094312519,1.0,0.572392352,0.1,1.0,0.744820911,1.527502892,15.0,1.517832306,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.67488628363594,28551.820262339068,0.9314198403897408,0.771359871742479,92.33475555625124,26925.287133666618,0.9369285868892134,0.7844600718605532,94.97777965826545,29253.610006056322,0.913393151642123,0.7143435888291494
54,441.1178001,9.729444835,0.178735481,0.467780481,0.587578037,0.498707488,0.60818899,0.940934107,14.20567406,0.116743313,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.45319062965456,20584.511049829878,0.9533194547810706,0.8351612890769196,76.520353442011,18821.19283653115,0.9582637114222408,0.8493342510575426,81.32493845275965,20930.887819456635,0.9432875925582748,0.7956135227109468
55,500.0,7.456598881,1.0,0.741979025,0.580908573,0.934015289,1.0,0.32093852,13.56295142,0.286253883,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.93493041125033,27535.997366171316,0.9338316529939801,0.7794944801538761,90.96052557872495,25132.538344253786,0.9404072512027257,0.7988112259754139,102.00236254074824,31068.408930007445,0.9132766494709796,0.6966223931372238
56,336.0542169,3.980782567,0.58346907,0.625895128,0.178759811,0.580083678,0.401147827,0.723643123,8.200902806,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.50518419771613,30672.237575056817,0.9255282071364197,0.7543797814405399,99.16233009073107,29092.10436825434,0.9308469237658497,0.7671144580991912,99.413110591372,30741.131418606197,0.908845588987361,0.6998182010851814
57,221.0647729,3.96641299,0.559631155,0.705520974,0.1,0.860820806,0.580464945,0.518567008,10.75181614,1.62547024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.79990165597238,45753.64650821904,0.877323473592045,0.6336093632640617,142.65283741498067,42793.45315641008,0.8868345030715212,0.6574336320952968,141.30921126234838,46462.76113464712,0.8416982626103395,0.5462992226920366
58,491.8828275,2.0,0.992525761,1.0,0.1,0.937460094,0.106467805,0.0,15.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.84175163494108,31564.47734798374,0.9231817793231696,0.747234814351084,94.99343270832098,28827.998261396388,0.9294180481164823,0.7692286569565981,103.26817815791081,34362.64364729472,0.9059613630215452,0.664454764365941
59,492.7553131,2.0,0.819486209,0.891455012,0.674507089,1.0,0.47012271,0.373892939,14.53870721,0.586587644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.07166893786473,28524.469496773057,0.9318353403665602,0.7715788939445487,92.63137137154293,26902.079649726576,0.937268453126113,0.7846458503592524,95.32277788908839,29185.310886550593,0.9141764357109857,0.7150105178461186
60,1.0,6.469397836,0.266193731,0.291838617,0.998359954,1.0,0.349887926,1.192606934,12.71667582,1.400096719,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.3209765363984,119061.53850707937,0.1472350909768786,0.046567077521723954,268.5437626993974,118879.53268120368,0.14773513079367862,0.04835607493600258,249.1393406840305,99138.4382603728,0.19210691760925447,0.03193040186568119
61,366.0229882,3.772886728,0.122367317,0.800565587,0.579218999,0.665794957,0.78886832,1.11975293,13.43149699,4.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,57.38556172917695,12231.049518106181,0.9734628134576159,0.9020549756600776,61.857207731620285,14197.799685339145,0.970081049514227,0.8863450291644288,66.44087827380997,15713.690304732274,0.9580406442481232,0.8465585485767152
62,500.0,7.251623073,0.80401417,0.424527802,0.1,1.0,0.66952676,0.392402336,14.65264171,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.92531708933066,28539.219499086776,0.9314277790261465,0.7714607773975187,92.49398761993571,26951.089747541024,0.9369458122071791,0.784253519057135,95.1510745262082,29184.45824023922,0.9136257267883957,0.7150188437889766
63,1.0,3.024122869,0.429785967,1.0,0.1,0.812270459,0.135830509,0.590627309,14.75215095,3.345395261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,187.40327479180274,62161.82217434017,0.7232992109705704,0.5022143294517226,186.43645080345294,61674.10171237728,0.7248807557681335,0.5062919334839981,172.89470981575994,50914.55351979867,0.7360189340543946,0.5028282447253227
64,384.023407,4.831066326,0.598977189,0.1,0.173181589,0.839131821,0.192597257,1.026543789,15.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.58260838067487,31669.08449560011,0.9235089139411062,0.7463971307488512,95.36453796673347,29102.52282828454,0.9285034609204067,0.7670310571640374,103.24073034850466,34670.479821318935,0.9057317624892233,0.6614487976944048
65,130.9257432,2.0,1.0,0.765533093,0.370993994,1.0,0.648852491,1.00090744,2.582962759,2.929440668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.41603158623425,47172.17148986413,0.8722522806776529,0.6222499567267616,129.94723703923222,45074.77730392132,0.8773125964807382,0.6391713777179785,128.73483063027533,44200.6688075659,0.8658356490413175,0.5683881606302043
66,340.5424728,5.498312648,1.0,0.545979863,0.567047365,0.374609882,0.397365741,0.608728367,14.10940571,3.742402002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.29281413540164,28872.878547553537,0.9306173883912368,0.7687888690240848,92.96961837452372,27024.098945420945,0.9374946587989511,0.783669072280897,95.14837526231152,29184.529863122738,0.9136296988742715,0.7150181444039825
67,354.9752591,2.0,0.966200316,0.617348234,0.307563215,0.974285292,0.194652213,0.971144223,15.0,0.39368702,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.17275030668854,29339.19646957991,0.9287087851092934,0.7650546416255772,93.20436517459373,26756.240710762046,0.9355334766844867,0.7858133073400562,103.40349284065834,32110.599027633263,0.9119143138700088,0.6864455881895967
68,67.73139489,3.605297403,0.511490134,0.1,0.202067337,0.863561626,0.326192099,1.683806288,9.898249655,2.520613391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.82433272109093,29746.248976393614,0.9270717104860112,0.7617950057596219,95.27982297122357,28017.16320744089,0.9329576920494543,0.77571948204585,96.74579475026093,29525.003219722603,0.9109975905009828,0.7116934813239224
69,427.5226941,4.924264752,0.30194311,0.415645026,1.0,0.554944781,0.840987103,0.059255909,13.89064681,0.318533445,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74.35239475909822,18717.53840915122,0.9580318792775918,0.8501118197294644,72.33543727364092,18007.522932202482,0.9606551463546273,0.855847769440377,75.60280887407575,19546.352710527004,0.9473784642424242,0.8091332671211239
70,471.3428983,3.257889052,0.43009602,0.636095952,0.86326556,0.337432476,0.216497337,0.568757762,12.23537488,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.05761332828587,27324.109781902433,0.9351132628403558,0.781191254790249,88.16163802705134,25760.62090394313,0.9403051134367795,0.7937833549963962,90.91187062297733,27372.677689902695,0.9200183790963266,0.7327105655877951
71,102.810578,5.061104393,0.1,0.169294838,0.789762832,0.600833054,0.858594797,0.898898314,7.65609097,1.49153168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.34020871729595,33467.67390590052,0.9175049228310288,0.7319942061830877,99.72549218138019,31161.418542296677,0.9228443330672045,0.7505493672180124,107.14726446086287,35765.08564639292,0.9008040373961829,0.6507601622893178
72,446.0049286,2.0,0.1,0.499338495,1.0,0.146314008,0.740357619,0.0,15.0,1.999515497,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86221681174969,31557.19623944717,0.9232960701957287,0.7472931207418627,94.95893760635622,28817.879327160976,0.9295194271940483,0.7693096601543401,103.28120664317728,34308.33559873078,0.9062389780055056,0.664985073009806
73,102.0942113,4.549192448,0.481793613,0.177371693,0.23541121,0.921930757,0.345715988,1.013299202,13.94341866,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6731952700658,32128.678205360364,0.9213597945185851,0.7427167501713459,94.7542208328979,29094.452327297106,0.929571921586049,0.7670956624250416,103.02486336792988,34153.309559455825,0.9060607057170567,0.6664988753066217
74,500.0,9.251686752,0.1,0.952793261,0.65806292,0.137374342,0.1,0.0,12.9468069,1.944733888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.89742696327762,28849.805754600726,0.9308366899903384,0.7689736336482496,93.99400026454272,26992.5164849048,0.9369423619580131,0.7839218934016643,95.72271388629997,29171.26323650452,0.9139046967993828,0.7151476907043304
75,297.5747684,6.620913512,0.749089843,0.708187937,0.516336115,0.712534574,0.540651583,0.077604478,9.843659142,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101.18307206243173,32540.5981517809,0.9201948238534713,0.7394181363346073,96.89639877585641,29586.51716828599,0.9268874232278139,0.7631566284626486,105.13640320909023,34847.484729002965,0.9039246182422513,0.6597203755722059
76,1.0,3.008872994,0.87226701,1.0,0.554819926,0.440441857,0.396560347,0.509442741,8.258483636,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.90178104885379,35102.85789778877,0.9022984663403998,0.7188998159062225,114.92445517247535,33224.19733463816,0.9069082559605957,0.7340365927966421,116.94983696398467,34142.17185790526,0.8923442076155447,0.6666076330241466
77,30.39603523,9.404512837,1.0,0.399682941,1.0,0.479033226,0.294341676,0.0,4.617760985,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.67629661321428,36706.429635350425,0.907726579804894,0.7060585734082847,108.0180470680616,33545.74279239315,0.9157234212726237,0.7314625855255584,113.0145547763751,37692.42811869679,0.8936491122046282,0.6319399984318828
78,500.0,8.993608164,1.0,0.468571151,0.640497236,1.0,0.1,0.944437723,14.60704039,0.631145738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.86006500893248,28627.043525928817,0.9313002379474135,0.7707574913521194,92.6428290296074,27106.698185831385,0.9364679630431626,0.7830078561440343,95.35902431669012,29339.733157418865,0.9132338329202953,0.7135026112427301
79,500.0,4.737405812,1.0,0.173711278,0.205086962,1.0,0.89336634,1.011660952,15.0,2.007274907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.34512133067314,28921.96241635911,0.9304819650418167,0.7683958102994233,94.16103922759598,27243.928589529798,0.9372089069330382,0.7819093114486755,96.09849195025126,29578.637987807775,0.9122515188295787,0.7111697471467724
80,385.044136,2.0,1.0,1.0,1.0,1.0,0.1,1.170172245,13.65861035,3.330949835,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.48389719176838,18698.08649072425,0.9580077292383966,0.850267588751654,72.07761395087243,17744.600668326275,0.9609692063029455,0.8579524915026082,75.5822209467875,19506.797949496548,0.9474439143251865,0.8095195124795033
81,411.1432034,4.441811624,0.370130797,0.1,0.366679379,1.0,0.1,0.409643006,14.83099993,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.38133226939277,31664.273378369056,0.9247375373480516,0.7464356576956679,94.00775784614787,28744.40083327696,0.9317589320858344,0.7698978636974605,103.91222491290455,35302.863360350624,0.905765912991667,0.6552736824793624
82,3.35186383,3.830858827,0.486701391,0.447849773,0.792179858,0.20999345,1.0,0.0,11.65905648,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,256.28377552954004,109716.42293108444,0.4204364945882806,0.12140183076143884,260.13973915468625,111251.6008184774,0.43082724847860376,0.1094185207098437,240.78205997064768,94247.68037552579,0.4284291088090938,0.07968780155076982
