,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,GHI_integral,DHI_integral,DNI,Cloud_mean,Temperature_mean,Wind_speed_mean,Precipitation_intensity_mean,zenith_rad,azimuth_rad,elevation,hour_cos,hour_sin,dayofyear_cos,dayofyear_sin,power_lag1,power_lag2,power_lag3,power_lag4,Wind_cos,Wind_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
22,112.8905269,8.20731436,17.0,11.36311538,0.883687512,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,137.95737991230644,77439.0116849752,0.9892670171290797,0.9589906929069427,177.72160270101227,117158.6365238293,0.9838342262507049,0.9379753475069066,204.44722818919195,142059.182979304,0.9756239490336583,0.9072082700557926
23,297.8053541,19.90157726,7.303618069,1.696915959,0.80638312,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,80.25784994440565,29470.089638756264,0.9959872811270519,0.9843935513927773,176.3481294464472,114165.9511336276,0.9842915267350714,0.9395596973837563,201.67145314620248,140110.78973205408,0.9760154285017942,0.9084809423057116
24,302.7814115,10.61800117,2.0,5.441560775,0.075225304,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,233.30736284484541,158427.59525778852,0.9762496956826002,0.9161016422527278,299.9664606860564,239985.2101097377,0.9631052050020091,0.8729500470286627,308.1283888217151,268361.426294939,0.9488423649986751,0.8247088257586973
25,150.0057774,10.5758365,4.456995216,4.811354192,0.795751615,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,105.59335075755673,49137.04005765576,0.9932650335892543,0.9739785423196557,174.32985658423934,111016.01938307108,0.9848286206568811,0.9412272946518885,201.67935817923762,140526.26133159955,0.9759500625664054,0.9082095601419122
26,471.1521522,20.0,2.0,7.126498031,0.401337492,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,130.23044089564226,67991.71134131552,0.9905665200331984,0.9639936911705254,180.34811244505826,114738.86716563375,0.9840835777769907,0.9392563913804838,200.76575195133347,137086.20475871718,0.9765015337786704,0.9104565729277748
27,473.7266499,12.79733986,2.0,5.24547541,0.177292311,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143.99661359664287,82514.63947165298,0.9885514681374505,0.956302797309299,202.08078039525302,143531.72260120593,0.9800555385473172,0.9240132398240724,217.8819114787887,154820.0827121935,0.9736007550437464,0.8988729696758665
28,235.0,20.0,14.1559489,9.0,0.803295917,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,140.0976895987665,77492.80370251228,0.9892661881595596,0.958962206317066,196.24931262269223,132370.04483052733,0.9816210591464848,0.9299223149508167,209.96371476323625,144679.1501018662,0.9752774898738096,0.905496932030324
29,453.7851298,20.0,2.0,8.720640212,0.761142395,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,126.66422355908558,67928.96072263004,0.9906237286546795,0.9640269219586767,176.6385904182653,115961.50749768072,0.9840562632420412,0.938609116506268,202.35910763153186,142389.1106820462,0.9757443884899837,0.9069927643654747
30,202.5481314,6.313087891,14.02805682,1.0,0.739797179,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,229.00536719949545,158205.6451645137,0.9770708199038508,0.916219180162063,254.9842245350889,195110.29643625912,0.9723174856624939,0.8967071596824018,270.9229060936774,224501.3996927908,0.9603757171696978,0.853357785005529
31,129.0,20.0,19.90317507,1.0,0.931055046,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,262.9972403458173,242504.94577353314,0.9638529181269222,0.8715768760935574,369.5030307859466,474883.33630848775,0.9277717728096111,0.7485932340693984,376.5086395683476,491551.41159721307,0.9154941631229112,0.6789232143812378
32,419.0,5.997911202,10.43176267,7.738755627,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.8993425520872,268693.98436717165,0.9602438659030964,0.8577079707086656,312.7219105943025,284414.2106553771,0.9593778232857462,0.8494290040972844,308.5230311220291,285941.9774906564,0.9475405077215968,0.8132253741112174
33,150.3592167,11.34528185,8.936970069,16.23720987,0.001,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,214.12276440933616,143632.19044421543,0.978678952556887,0.9239368313436501,258.16077751086465,180025.926115011,0.9732713765748686,0.904692937385288,249.5923459395159,184520.8524186591,0.9662916975385085,0.8794727046318324
34,109.9026204,19.0,20.0,8.206492279,0.634635193,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,122.79906263454818,63921.145658403235,0.9911681750138961,0.9661493369426084,180.56877573038358,114863.70234204904,0.9842821156126,0.9391903027107467,199.0492686078176,132861.36036312656,0.977326585957478,0.9132162017809765
35,349.0,12.124755,16.0,6.519030969,0.808842595,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,130.1808051168565,72613.85935239938,0.989972226722529,0.9615459444458228,189.88879911899048,131837.41096811445,0.9817115553057965,0.9302042952742688,208.45017023293707,147877.37732699834,0.9746128212820596,0.9034078799130955
36,335.7663906,9.965719418,3.096078348,9.173577993,0.602603158,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,126.04776805292676,65486.138097735195,0.990940736988521,0.9653205653177334,175.69904169046563,112715.89378689024,0.9843640163340772,0.9403273685149252,200.98771828735912,139193.97741089083,0.976098126685233,0.9090797955408968
37,248.2336984,20.0,13.03269138,3.99003307,0.951997335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.61123331530155,212796.4560075419,0.9689921349626077,0.8873095740396608,318.5189003437136,302601.3113117326,0.9568925327394624,0.8398006179062423,324.6950002806735,315419.27451918006,0.9425148193847134,0.7939710793307495
38,84.36467038,14.8183891,18.0,12.26821603,0.774139838,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,191.21790692871343,137797.75275751916,0.9804494259870422,0.927026569210946,230.54430905049992,192186.84062579318,0.9734108857357034,0.898254858905465,248.11589731642425,206054.94121745092,0.9642289315657191,0.8654068391910661
39,413.44639,12.51995867,7.425215858,6.75507904,0.505973272,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,113.72713934736436,54512.173394804035,0.9924982499504028,0.9711320378396404,174.24319329459,105688.5335230548,0.9855287774845042,0.9440477052416121,195.34638967375932,128469.4568534584,0.9780045752122914,0.9160849520853445
40,368.0786372,13.21265455,4.906416224,3.595789056,0.736166364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,193.21112359409275,131166.85226788308,0.9813357555492989,0.9305380891615002,264.04453712675155,225769.86385865806,0.968333329930626,0.8804757569332236,284.197581686285,262566.2736862642,0.9534477120285275,0.8284941652529274
41,372.3750715,3.439885334,7.816248056,11.26800747,0.955835797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,490.7887482194388,570750.82330521,0.8974486488373309,0.6977480048201607,519.6782445535647,639866.7992797293,0.8847855404952503,0.6612497631865064,506.8792971250717,589120.2877249618,0.8774489720166381,0.6151921368491021
42,442.5951885,17.14625237,2.0,5.89106607,0.83018375,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,105.51875183725788,49011.22047068517,0.9932767860552074,0.9740451724840669,173.8437338763166,109680.60854243295,0.9849572604679946,0.9419342710710724,199.6103851549889,137708.65836401787,0.9763996098481355,0.9100499920532792
43,146.0441675,11.9284535,18.9214057,8.02740635,0.75874273,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,126.88408007599061,63969.65087512015,0.9911979644728061,0.9661236500790409,186.41555091213831,120326.06132668641,0.9835746914275639,0.9362984892869386,201.6347588432511,134238.9221064247,0.9771650593167098,0.9123163913316639
44,377.4549272,17.61063929,2.0,5.574315493,0.591713843,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,133.67484389876154,69259.46244681037,0.9904108318996224,0.9633223293688756,188.75332507756954,120151.29566554536,0.9835452074934518,0.9363910115262,207.30979664129651,141207.1001903526,0.975837032628819,0.9077648425658148
45,348.3578655,5.517400688,8.0,6.163573272,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,237.0916100925454,194178.4661172028,0.971854893743254,0.8971690860382687,262.5267280688638,234695.1899382515,0.9666832593663316,0.8757506230045632,255.36975551101733,216305.05568206857,0.9611494072613541,0.8587115602703322
46,500.0,6.843120498,6.386814606,10.09708683,0.712247815,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,147.49291331397194,86218.04483165218,0.9879787773312877,0.9543415882959905,179.3660730880004,117435.42327273742,0.9837789735356555,0.9378288145459137,207.41558614172206,145473.80115061413,0.9748168287418226,0.9049778733959657
47,352.5059287,15.45147556,2.0,9.265198622,0.800819653,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,128.8896905587654,69864.94580698384,0.9903502381887075,0.9630016840956882,176.97479692159692,115178.6671996508,0.9841536743442493,0.9390235579754039,206.15662075005824,144736.238984022,0.9751364583040583,0.9054596421063309
48,495.9265359,20.0,5.68399904,1.455737439,0.758273143,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,69.01108136714036,20835.21360242145,0.9971750291506095,0.9889663148537196,173.9803659812955,110225.73817400956,0.9849222323902266,0.9416456753945996,200.33362895742755,137897.00583400842,0.9762902666458582,0.9099269652470954
49,146.1501934,20.0,5.554969892,6.276635301,0.769625116,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,109.76134852022584,51662.31454151124,0.9929009544898508,0.9726412350045266,174.36800974502685,111910.96579964485,0.9846164952175039,0.940753503370811,201.13317871271408,139264.6248870521,0.9760920447369839,0.909033649270084
50,344.6376403,15.0,4.069266389,2.388235727,0.897829528,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,67.35394341471519,21152.97183582032,0.9971333121013942,0.9887980399146254,173.77108902654894,110119.2873141919,0.9849428592776689,0.9417020312705614,199.0997703403464,136289.93097951074,0.9766299212603387,0.9109766915144948
51,461.2229214,10.28648097,20.0,8.907676403,0.769625116,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,149.49206267006446,87247.70027250766,0.987886536835973,0.9537963145992411,195.4960030857714,134120.03500347384,0.9813579820038044,0.9289958571533903,219.51704997216106,158177.10865262704,0.9728285630715326,0.8966801917227103
52,166.9637827,10.67656785,2.050655285,5.495435224,0.815729329,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,102.96910375827439,46214.95062575512,0.9936711280617991,0.9755259905664603,173.57423266603956,109519.65806572558,0.9849916253788473,0.942019479449068,200.64069660674653,138338.18478495753,0.9762659392705556,0.9096387912817453
53,500.0,17.56859436,4.102281792,8.099745823,0.727649717,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,233.3208890898854,197168.49549829835,0.9712175799587706,0.8955856588942676,315.78350964509974,336130.454311429,0.9492483275606302,0.8220500405296916,331.634607702095,372923.9769949159,0.9341552984011462,0.7564095453929692
54,221.9185039,20.0,16.67194707,6.39006964,0.828046078,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,113.13051337710704,55311.6375012189,0.9923942379449593,0.9707086663588264,174.81301835226566,110510.68165119425,0.9848142819515647,0.9414948242010647,202.3380276616939,139838.13255253786,0.975984627770061,0.9086590394257881
55,111.3969681,20.0,13.02335431,8.832788294,0.981038891,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,186.45267806280657,130060.30886718766,0.9816248822966887,0.9311240803453174,224.25200509511458,178356.2591524249,0.9755103928729784,0.9055768714784656,229.18240412183678,173980.49936825514,0.9701556209422616,0.8863575646828167
56,457.1252435,13.74727019,6.695039931,16.71522748,0.550374457,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,158.61734697984042,97317.63034770796,0.9862616344061332,0.9484635908741574,191.73316896441742,132201.87280574502,0.9812993720702549,0.9300113464700086,215.0472559351304,157608.88702946508,0.9726214181633922,0.8970513487735894
57,256.9213693,13.355807,14.59346782,5.225630125,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.55239189317734,362225.2253263994,0.942464047291586,0.8081767163727337,495.01859660281514,537560.2746740272,0.915347848215803,0.7154115973006662,468.33243821720527,536002.3648229954,0.8894003222696082,0.6498882673895302
58,295.5344523,19.88594676,8.429893332,3.514290491,0.931938638,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,135.2137000215631,73636.9686583716,0.9898167246196896,0.9610041373797789,202.00542592783697,144240.3944219611,0.9799778753401533,0.9236380636977691,218.51266217930169,156068.0206096836,0.9734586869249832,0.8980578283105392
59,154.9519269,18.34120201,20.0,5.644423038,0.612299697,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,121.97566938758636,63359.68866143642,0.9912308243833908,0.9664466672146143,177.4296560030318,115771.94635631845,0.9840102975881975,0.9387094715826673,203.16838780491565,138886.11967025083,0.9761275648001465,0.9092808853383431
60,500.0,20.0,20.0,10.10081557,0.001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,163.52978698528773,102321.64014462857,0.9856939613305654,0.9458136219503107,205.90653321852162,145160.13452833082,0.9796825758398146,0.9231511464531327,220.3315317827621,156351.24036534672,0.9731715413158439,0.897872831814493
61,500.0,7.0,20.0,5.039656023,0.953103482,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,139.45457698904954,75056.08359904637,0.9896078011056225,0.9602526179693914,188.2744550197942,123131.48752860741,0.9830720344899168,0.9348132758154266,202.9226412768012,135167.4553755363,0.9769569658553137,0.9117098820828801
62,377.0086455,15.96882333,2.0,6.336031978,0.737199297,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,110.68928618686665,52484.51310704198,0.9927910425755544,0.9722058240568445,173.77540087810144,109298.57162830442,0.98493827457761,0.9421365242513878,200.65014402905808,138240.63738422937,0.9761729343893394,0.9097025083317472
63,354.514672,20.0,8.37001936,20.0,0.423207396,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,214.30540643986248,145187.29681262508,0.9785077889116048,0.9231132950763755,245.76195895045564,190706.93588783228,0.9716599174272365,0.89903833146727,254.81478910196898,201281.40880564338,0.9634311412559354,0.8685248659257468
64,220.1339912,14.28629815,2.0,5.676201832,0.774139838,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,288.60117587161693,297799.9048714211,0.9550379613267496,0.8422943748192895,373.691255363305,464106.02579014015,0.9289057696458984,0.7542988223174718,375.7158227569763,478093.0772816508,0.9172641518738198,0.6877140725089412
65,500.0,12.17355068,3.204119987,3.721041584,0.627622208,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139.09136296495078,78032.1809730853,0.9891932175696344,0.958676568785715,201.771033560905,143383.35162888636,0.9800969303323359,0.9240917885189978,218.35353490094323,155299.45558035036,0.9735539519578472,0.8985598478009429
66,309.6200536,10.99837577,9.484168882,5.36391543,0.62484827,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,111.3724351769192,53318.17106076285,0.9926526196812049,0.9717643445713652,178.55856481684353,118118.81197790483,0.9837690555641881,0.9374670234888192,202.21700256967537,142457.81099611934,0.975597277315627,0.9069478899627302
67,88.69539827,20.0,11.67475188,4.203578535,0.781310666,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,103.62109921102393,47633.411360027436,0.9934680807503662,0.9747748176035633,175.82956864802136,113782.72328502306,0.9844374530512148,0.9397625810536302,202.9020847675685,142672.75847343227,0.9755390082564357,0.9068074882804967
68,263.0480764,20.0,5.432630422,1.236461598,0.794975185,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,146.09330380387274,75483.36290264875,0.989262629215338,0.9600263440566092,358.6348444273784,410909.0191397887,0.9355144404132574,0.7824617128141509,347.3686014168374,402238.8438787526,0.927032717460244,0.7372613484641466
69,458.0,17.0,19.81596651,8.409388634,0.745692594,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,146.72545124375847,84457.92129440248,0.9882573480673756,0.9552736953191847,192.0870171406193,127811.59347704018,0.9822356180628921,0.9323355929599816,211.71294789660033,146408.86084881987,0.9750179446754534,0.9043671011447254
70,500.0,20.0,2.0,2.57935883,0.85951811,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,79.70710939388309,29706.677721256834,0.9959573726676832,0.984268261656781,173.40558933527507,109129.5273645388,0.9851205966620221,0.942226017540377,200.05868254865607,139808.9726334983,0.9760318261921818,0.9086780864122339
71,466.6267123,20.0,2.670920658,7.040647498,0.958534172,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,111.42086924352392,52861.03210245461,0.9927570730788288,0.9720064312343734,181.01732833955347,115603.65917016458,0.9842365223175774,0.938798564069145,196.78420968240556,131260.53533233533,0.9777333941972893,0.9142618457219722
72,100.5854235,16.88529961,16.2869842,6.518678996,0.601369273,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,124.61645109826364,63871.25068349682,0.9911739147233917,0.9661757597791584,177.51045049876413,115500.77551898635,0.9840000562917942,0.9388530314383537,202.90424958802456,140817.56122499882,0.9758286573975409,0.9080192857754531
73,194.494739,6.963886969,11.79891748,7.107547656,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,183.04569780003615,131348.08143486324,0.9814057158564254,0.9304421157961227,226.8274739496529,190441.97098263222,0.9736139660197033,0.8991786058563848,236.50686055223028,188290.37630634164,0.9669558164048703,0.8770104868767503
74,205.8583999,17.34169229,20.0,8.964619332,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,127.53901178818313,67593.76555436912,0.9906878676679375,0.9642044309595307,179.5267304701373,117735.77066426746,0.9838005432332022,0.9376698084056957,204.91110194444926,142960.34853731826,0.9755468178907241,0.9066196371399856
75,146.9643929,20.0,19.92088126,9.913110597,0.53778218,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,149.83569444134588,85790.18123818668,0.9881025855806789,0.9545681716306247,192.0983814765636,128653.71695876273,0.9823570973988576,0.9318897665330115,205.30742307582673,138950.37199875392,0.9763560527195888,0.9092389163181804
76,500.0,13.8224639,10.04543375,9.374649273,0.937083616,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,140.05561756483647,78376.04883736002,0.9891526573520498,0.958494466993109,185.42893592851823,125470.46735028912,0.982633068326384,0.9335750025226279,215.24861774540102,158588.1696626849,0.972746064629506,0.8964116905147212
