,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,GHI_integral,DHI_integral,DNI,Cloud_mean,Temperature_mean,Wind_speed_mean,Precipitation_intensity_mean,zenith_rad,azimuth_rad,elevation,hour_cos,hour_sin,quarter_hour_cos,quarter_hour_sin,dayofyear_cos,dayofyear_sin,power_lag1,power_lag2,power_lag3,power_lag4,Wind_cos,Wind_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
50,500.0,11.61201069,20.0,2.437850301,0.120190577,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,82.03662135498277,23076.401471675083,0.945769704078457,0.8152064791762039,96.70948636075198,31039.497715468875,0.9257758490038576,0.7515253570421025,102.29548585335684,34336.007773292,0.9077562291461151,0.664714859040562
51,146.790044,10.96979558,8.575409462,5.845104388,0.957540336,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,41.07691715140942,7216.442740101399,0.9846312450101583,0.9422114464682236,59.40585262991147,13846.011829939562,0.9707929654074511,0.8891611302034536,66.97824957342472,16359.417222584498,0.9569379686691191,0.8402531375894253
52,221.2553359,12.34261485,17.77230118,9.790892051,0.767087857,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51.47150514958307,10335.131880031495,0.9777068163042383,0.9172372949641423,65.98904466099478,15866.25765352615,0.9661433591778732,0.872988836943286,73.91559706695061,19024.21875033006,0.9495030553135937,0.8142318143838174
53,38.64916576,12.06960307,12.63136326,2.655897092,0.001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,78.15966060494205,21174.53525618636,0.9503318079817974,0.8304364340947548,94.61337843325269,29786.796920109526,0.9285600683182407,0.7615533666997739,101.56896862653223,33887.500328525675,0.9062916416847844,0.6690944561921215
54,328.8143303,7.141649638,17.13178471,20.0,0.634036508,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,57.20484918723789,12478.096369432144,0.972564100486559,0.900076649120691,60.932977869798265,14111.585967564602,0.9695304413459184,0.8870351795959361,67.08066069345693,16152.784158561748,0.9565941323944935,0.8422708735025572
55,150.6648663,14.72367341,2.0,2.610841277,0.82087028,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,26.585385233563446,3396.0715097235475,0.9929147383446557,0.972804598150994,56.22250154330595,12593.36111096068,0.9736086460804995,0.8991887389941111,60.683755805999674,13929.746862104505,0.9633851627754126,0.8639784458628047
56,276.0,14.0,9.0,1.0,0.980433949,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,27.473860911055823,3366.216887679124,0.9929684006262898,0.9730436709859516,56.816979333466726,12660.539353796197,0.9734635855140893,0.8986509696636887,60.83297576109836,13914.692511821106,0.9632513714720292,0.8641254489736541
57,24.75372292,14.4111696,14.12814087,20.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61.88814480493615,14433.485690531914,0.9682905173567083,0.8844180865120101,70.18554528492912,17850.93032782756,0.9608320518386755,0.8571013107128092,77.96452298513968,20594.364452059006,0.9447123260454842,0.7988996148338005
58,110.4442595,14.92892281,17.42643362,20.0,0.85125514,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.84462197613713,12508.572780247181,0.972722881082431,0.8998325970632896,64.61433408964952,15761.79791643133,0.9659075246315888,0.8738250487955538,72.09916115007681,18160.0154190624,0.9518253301213497,0.8226706095301499
59,439.2723575,17.35480676,20.0,7.236531132,1.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,36.89856588668991,6346.8496819898,0.9865497235121677,0.9491750609247331,56.16542216750008,12766.869409677323,0.9730591319880535,0.8977997857008249,60.49948048488142,13966.039272312617,0.9632576585087489,0.8636240567925106
60,323.8075798,16.53968619,16.57923089,15.31293207,0.722962544,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,43.90930758718796,8486.025010127461,0.9818323991556958,0.9320447583066593,57.91153148510063,13230.088189225135,0.971881863121907,0.8940916676792444,61.98040029752268,14368.673914952356,0.9621782653216647,0.8596923995712066
61,253.029904,11.04291859,12.98563509,9.107650495,0.665686399,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,41.18250221083134,7471.37135616177,0.9840619598031656,0.940170003543149,55.843947564084935,12391.356231019721,0.9737857155376646,0.9008058106000755,61.784093642964,14151.241748943281,0.9626192522778194,0.8618155868360398
62,449.0211981,14.73213419,15.53043095,7.775331923,0.732934661,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,36.67648279501753,6213.635225655107,0.9868465172804245,0.9502418290012433,55.96740080887726,12459.494974858017,0.9737931488644772,0.9002603523519421,60.96220353709912,13905.507912614008,0.9634070280132695,0.8642151349866624
63,500.0,6.412785537,15.0,20.0,0.803302071,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.92289301755151,14127.943891616556,0.9687304594189292,0.8868648347560858,65.24892712625518,15621.330359776422,0.9658705579148497,0.8749495072615683,73.34699103510526,18322.645221614897,0.9508076395084561,0.8210825578080906
64,294.2251538,20.0,16.67956876,17.90482333,0.710911962,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,43.55570571929267,8463.83609265724,0.981857550739727,0.9322224449441372,56.32551773698483,12617.414764182262,0.9732271767182732,0.898996186815888,61.41764558959323,13989.911297119155,0.9630714085846616,0.8633909506243418
65,360.129898,12.18099526,14.52870894,4.853806968,0.340548016,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,38.79821155862202,6566.003753119407,0.9859793452765471,0.9474200969865031,55.92191434665098,12098.749613305787,0.9742744466050395,0.9031481592273007,60.610908653595075,13531.635994242259,0.9640124601115948,0.8678659292106068
66,395.3573189,20.0,15.32957394,14.0164751,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,42.79918926100099,8142.791608794735,0.9826575680304299,0.9347933371426816,57.54671012071825,13042.281803689442,0.9725855981164536,0.8955950787530628,62.26579574693507,14400.909917635396,0.9622395032759108,0.859377620614523
67,253.5334431,20.0,20.0,10.83762619,0.479723018,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,40.594251582756684,7344.368215602553,0.9842714463716891,0.941187032022586,55.67306048154745,12232.628383540861,0.9738964117479888,0.9020764447318299,60.77124592608177,13788.677576293612,0.9634005109763832,0.8653559628907145
68,393.7207462,11.28375099,3.860823279,6.157319336,0.645353837,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,38.27540495633063,6526.821273574063,0.9861331515288827,0.9477338663737569,55.58605997989827,12368.821158671219,0.9740190233852309,0.9009862063689489,60.457917050312616,13608.371809179453,0.9640776525855372,0.8671166173308528
69,427.0345208,11.66365566,4.356697622,6.424162073,0.473094121,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,37.46498196376868,6381.818222319266,0.9864508532860209,0.9488950363423266,55.77134721373783,12479.938076278178,0.9736786616211459,0.9000967030437964,61.254972189600444,14009.089521675198,0.9630450753515756,0.8632036785988321
