,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,tree_method,max_bin,importance_type,GHI_integral,DHI_integral,DNI,Cloud_mean,Temperature_mean,Wind_speed_mean,Precipitation_intensity_mean,zenith_rad,azimuth_rad,elevation,hour_cos,hour_sin,dayofyear_cos,dayofyear_sin,power_lag1,power_lag2,power_lag3,power_lag4,Wind_cos,Wind_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
27,262.9466736653019,2.0,0.9110215683229692,0.7355617184488563,0.7518431546464533,0.3455718362511337,0.7782633470897999,1.2943613281013302,14.914333663076958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.7711913552812,302552.39864845085,0.9549982131519184,0.8397776010056863,318.95449651101507,287501.5857236556,0.9590673995368539,0.8477945248014549,312.96617967198483,289137.846426235,0.9469829888332792,0.8111378624066733
28,405.7810430821578,5.906498481611895,1.0,0.6054744148106135,0.1,0.7543966687102495,0.8976616455109054,1.5467319864066702,14.17838296564279,0.1004035096737408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.1878999494717,308039.2366057064,0.9536539517409364,0.8368719412114435,315.6493400260115,289764.441272675,0.9584127951935754,0.8465965522640957,309.31889130773834,285560.27591986756,0.9468007335882755,0.8134746980080125
29,226.17648781251543,7.182382884470474,0.2013431659656354,0.9108132976165976,0.5016955855508617,0.9556632230968742,0.6296964061344141,0.0023412156910728,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.02189002196957,304449.2900124526,0.9544718651301859,0.8387730659686824,321.40070187648854,293822.3580402094,0.9580649057640912,0.8444482609829742,311.9077308007072,287139.0719154947,0.9469546446101995,0.8124434432267953
30,231.96956396025348,10.0,0.6962563145595815,0.6473080674046539,0.8333508428012009,0.2310102886442191,0.7361883802384219,0.4357157458320142,15.0,0.905062535568045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.2190115139403,304920.667631834,0.9542327881732765,0.8385234389508603,319.30981126896705,291533.40678090905,0.9578599758313412,0.8456600487832091,311.88684320082945,286581.928030036,0.9468282465742871,0.8128073644029932
31,500.0,9.920885870042326,0.1,1.0,0.7740861819827318,0.3689187625196533,0.7163286129382667,0.47118664397569,14.315563698966306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.9962198311869,306841.685331328,0.954049562883026,0.8375061273522797,317.8994439797583,288120.000485146,0.9587364263064452,0.8474671314328044,309.9250202105726,286483.0091557052,0.9468776534282255,0.8128719772867279
32,341.0721059808722,2.653072404867796,1.0,0.9071081228301848,0.1,1.0,0.5724774805370476,1.6845711345236791,13.74142065225949,2.3859282628760567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.7653535189652,306950.5205674247,0.9540174133107918,0.8374484915751369,319.1255791224136,287698.7572911903,0.9588339338740961,0.8476901407089055,310.9805335097966,287044.76932391856,0.9467606119101334,0.812505040797801
33,406.760514485864,8.152963111054737,0.7699006176331316,0.9349003653304268,0.1949413575229853,0.8460859400632718,0.7588687425555156,0.8023678470361457,12.987503633519609,0.119992424717678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.74056206784235,471095.6378275482,0.9244859263591508,0.7505223108933611,356.1886890680193,411435.6130005826,0.9337829156314319,0.7821829301124241,372.3114484698276,459288.7159516332,0.9173921909340448,0.6999969054924484
34,472.9903337200183,4.524642306082788,0.1326344449562351,1.0,0.7598309277612514,0.7232190664894598,0.7462909199908367,1.2600368383273377,14.476387709106328,1.6246947367505211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.9962268735468,306841.6853310561,0.9540495692830845,0.8375061273524237,317.8994639963319,288120.0256231737,0.9587364278740735,0.8474671181245457,309.92502960338226,286483.01626948843,0.9468776597713321,0.8128719726400713
35,344.4507870742429,6.452961234522252,0.3161663210079257,0.7964468940819064,0.2435314175082596,0.5865252742068996,0.6354757579326007,1.0719558307895407,10.779083545956231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.8616573392363,442287.58407617843,0.9299922251275381,0.7657781657569174,343.71287263956924,383956.81815524725,0.9389771577566017,0.7967304082308151,374.3517540489073,462924.0096461292,0.917513501706344,0.697622365644386
36,280.0646901930352,5.0350635495761145,0.7474357891095952,1.0,0.1785750793846232,0.9434321557444618,0.9130984921861448,1.2454380824153812,13.651121553758164,0.0415536337336671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.9962275455864,306841.68533080746,0.9540495828831365,0.8375061273525554,317.8995022502143,288120.0833555297,0.9587364327701953,0.8474670875606076,309.9250427037542,286483.0361387148,0.9468776707950978,0.8128719596616784
37,298.8616924365976,3.1075405214253857,0.1992128874075643,0.7328304866638975,0.7231259341938779,0.6408526768130293,0.6635275509235796,1.4222079340371194,14.461356578069664,0.0097702195102332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.9631456958145,310268.75590178627,0.9535166851432543,0.8356912567025194,318.10734004482447,287231.57396426314,0.9587947823467876,0.8479374710326699,311.1251294985444,286625.67704990227,0.9467800585745885,0.8127787879523083
38,369.7266533169135,2.049859764401673,0.333020956645338,0.1796247095983116,0.1411900219265707,0.7654599638348272,0.620799466523201,0.9376192547633942,14.759710152790769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.3313206081391,318225.1787239628,0.9518502407447761,0.831477781094073,316.19805458759254,291977.64116156305,0.9569121182182477,0.8454248678020789,316.47526991663176,292023.0680195101,0.9454228803420641,0.8092532626412967
